infinitive,je|present,tu|present,il_elle_on|present,nous|present,vous|present,ils_elles|present,je|past,tu|past,il_elle_on|past,nous|past,vous|past,ils_elles|past,je|future,tu|future,il_elle_on|future,nous|future,vous|future,ils_elles|future
abrévier,abrévie,abrévies,abrévie,abrévions,abréviez,abrévient,abréviais,abréviais,abréviait,abréviions,abréviiez,abréviaient,abrévierai,abrévieras,abréviera,abrévierons,abrévierez,abrévieront
affairer,affaire,affaires,affaire,affairons,affairez,affairent,affairais,affairais,affairait,affairions,affairiez,affairaient,affairerai,affaireras,affairera,affairerons,affairerez,affaireront
acquitter,acquitte,acquittes,acquitte,acquittons,acquittez,acquittent,acquittais,acquittais,acquittait,acquittions,acquittiez,acquittaient,acquitterai,acquitteras,acquittera,acquitterons,acquitterez,acquitteront
affronter,affronte,affrontes,affronte,affrontons,affrontez,affrontent,affrontais,affrontais,affrontait,affrontions,affrontiez,affrontaient,affronterai,affronteras,affrontera,affronterons,affronterez,affronteront
abonder,abonde,abondes,abonde,abondons,abondez,abondent,abondais,abondais,abondait,abondions,abondiez,abondaient,abonderai,abonderas,abondera,abonderons,abonderez,abonderont
abuser,abuse,abuses,abuse,abusons,abusez,abusent,abusais,abusais,abusait,abusions,abusiez,abusaient,abuserai,abuseras,abusera,abuserons,abuserez,abuseront
abscondre,absconds,absconds,abscond,abscondons,abscondez,abscondent,abscondais,abscondais,abscondait,abscondions,abscondiez,abscondaient,abscondrai,abscondras,abscondra,abscondrons,abscondrez,abscondront
abattre,abats,abats,abat,abattons,abattez,abattent,abattais,abattais,abattait,abattions,abattiez,abattaient,abattrai,abattras,abattra,abattrons,abattrez,abattront
aboyer,aboie,aboies,aboie,aboyons,aboyez,aboient,aboyais,aboyais,aboyait,aboyions,aboyiez,aboyaient,aboierai,aboieras,aboiera,aboierons,aboierez,aboieront
acharner,acharne,acharnes,acharne,acharnons,acharnez,acharnent,acharnais,acharnais,acharnait,acharnions,acharniez,acharnaient,acharnerai,acharneras,acharnera,acharnerons,acharnerez,acharneront
affranchir,affranchis,affranchis,affranchit,affranchissons,affranchissez,affranchissent,affranchissais,affranchissais,affranchissait,affranchissions,affranchissiez,affranchissaient,affranchirai,affranchiras,affranchira,affranchirons,affranchirez,affranchiront
affuter,affute,affutes,affute,affutons,affutez,affutent,affutais,affutais,affutait,affutions,affutiez,affutaient,affuterai,affuteras,affutera,affuterons,affuterez,affuteront
admirer,admire,admires,admire,admirons,admirez,admirent,admirais,admirais,admirait,admirions,admiriez,admiraient,admirerai,admireras,admirera,admirerons,admirerez,admireront
affubler,affuble,affubles,affuble,affublons,affublez,affublent,affublais,affublais,affublait,affublions,affubliez,affublaient,affublerai,affubleras,affublera,affublerons,affublerez,affubleront
accabler,accable,accables,accable,accablons,accablez,accablent,accablais,accablais,accablait,accablions,accabliez,accablaient,accablerai,accableras,accablera,accablerons,accablerez,accableront
accéder,accède,accèdes,accède,accédons,accédez,accèdent,accédais,accédais,accédait,accédions,accédiez,accédaient,accèderai;accéderai,accèderas;accéderas,accèdera;accédera,accèderons;accéderons,accèderez;accéderez,accèderont;accéderont
acclimater,acclimate,acclimates,acclimate,acclimatons,acclimatez,acclimatent,acclimatais,acclimatais,acclimatait,acclimations,acclimatiez,acclimataient,acclimaterai,acclimateras,acclimatera,acclimaterons,acclimaterez,acclimateront
aimer,aime,aimes,aime,aimons,aimez,aiment,aimais,aimais,aimait,aimions,aimiez,aimaient,aimerai,aimeras,aimera,aimerons,aimerez,aimeront
acoquiner,acoquine,acoquines,acoquine,acoquinons,acoquinez,acoquinent,acoquinais,acoquinais,acoquinait,acoquinions,acoquiniez,acoquinaient,acoquinerai,acoquineras,acoquinera,acoquinerons,acoquinerez,acoquineront
accoupler,accouple,accouples,accouple,accouplons,accouplez,accouplent,accouplais,accouplais,accouplait,accouplions,accoupliez,accouplaient,accouplerai,accoupleras,accouplera,accouplerons,accouplerez,accoupleront
absorber,absorbe,absorbes,absorbe,absorbons,absorbez,absorbent,absorbais,absorbais,absorbait,absorbions,absorbiez,absorbaient,absorberai,absorberas,absorbera,absorberons,absorberez,absorberont
agglomérer,agglomère,agglomères,agglomère,agglomérons,agglomérez,agglomèrent,agglomérais,agglomérais,agglomérait,agglomérions,agglomériez,aggloméraient,agglomèrerai;agglomérerai,agglomèreras;aggloméreras,agglomèrera;agglomérera,agglomèrerons;agglomérerons,agglomèrerez;agglomérerez,agglomèreront;aggloméreront
agiter,agite,agites,agite,agitons,agitez,agitent,agitais,agitais,agitait,agitions,agitiez,agitaient,agiterai,agiteras,agitera,agiterons,agiterez,agiteront
affadir,affadis,affadis,affadit,affadissons,affadissez,affadissent,affadissais,affadissais,affadissait,affadissions,affadissiez,affadissaient,affadirai,affadiras,affadira,affadirons,affadirez,affadiront
abjurer,abjure,abjures,abjure,abjurons,abjurez,abjurent,abjurais,abjurais,abjurait,abjurions,abjuriez,abjuraient,abjurerai,abjureras,abjurera,abjurerons,abjurerez,abjureront
agrafer,agrafe,agrafes,agrafe,agrafons,agrafez,agrafent,agrafais,agrafais,agrafait,agrafions,agrafiez,agrafaient,agraferai,agraferas,agrafera,agraferons,agraferez,agraferont
acétaliser,acétalise,acétalises,acétalise,acétalisons,acétalisez,acétalisent,acétalisais,acétalisais,acétalisait,acétalisions,acétalisiez,acétalisaient,acétaliserai,acétaliseras,acétalisera,acétaliserons,acétaliserez,acétaliseront
accouder,accoude,accoudes,accoude,accoudons,accoudez,accoudent,accoudais,accoudais,accoudait,accoudions,accoudiez,accoudaient,accouderai,accouderas,accoudera,accouderons,accouderez,accouderont
adhærer,adhære,adhæres,adhære,adhærons,adhærez,adhærent,adhærais,adhærais,adhærait,adhærions,adhæriez,adhæraient,adhærerai,adhæreras,adhærera,adhærerons,adhærerez,adhæreront
aimanter,aimante,aimantes,aimante,aimantons,aimantez,aimantent,aimantais,aimantais,aimantait,aimantions,aimantiez,aimantaient,aimanterai,aimanteras,aimantera,aimanterons,aimanterez,aimanteront
accorder,accorde,accordes,accorde,accordons,accordez,accordent,accordais,accordais,accordait,accordions,accordiez,accordaient,accorderai,accorderas,accordera,accorderons,accorderez,accorderont
acclamer,acclame,acclames,acclame,acclamons,acclamez,acclament,acclamais,acclamais,acclamait,acclamions,acclamiez,acclamaient,acclamerai,acclameras,acclamera,acclamerons,acclamerez,acclameront
affaiblir,affaiblis,affaiblis,affaiblit,affaiblissons,affaiblissez,affaiblissent,affaiblissais,affaiblissais,affaiblissait,affaiblissions,affaiblissiez,affaiblissaient,affaiblirai,affaibliras,affaiblira,affaiblirons,affaiblirez,affaibliront
aciérer,acière,acières,acière,aciérons,aciérez,acièrent,aciérais,aciérais,aciérait,aciérions,aciériez,aciéraient,acièrerai;aciérerai,acièreras;aciéreras,acièrera;aciérera,acièrerons;aciérerons,acièrerez;aciérerez,acièreront;aciéreront
acculer,accule,accules,accule,acculons,acculez,acculent,acculais,acculais,acculait,acculions,acculiez,acculaient,acculerai,acculeras,acculera,acculerons,acculerez,acculeront
adjoindre,adjoins,adjoins,adjoint,adjoignons,adjoignez,adjoignent,adjoignais,adjoignais,adjoignait,adjoignions,adjoigniez,adjoignaient,adjoindrai,adjoindras,adjoindra,adjoindrons,adjoindrez,adjoindront
absconder,absconde,abscondes,absconde,abscondons,abscondez,abscondent,abscondais,abscondais,abscondait,abscondions,abscondiez,abscondaient,absconderai,absconderas,abscondera,absconderons,absconderez,absconderont
accoutrer,accoutre,accoutres,accoutre,accoutrons,accoutrez,accoutrent,accoutrais,accoutrais,accoutrait,accoutrions,accoutriez,accoutraient,accoutrerai,accoutreras,accoutrera,accoutrerons,accoutrerez,accoutreront
accoster,accoste,accostes,accoste,accostons,accostez,accostent,accostais,accostais,accostait,accostions,accostiez,accostaient,accosterai,accosteras,accostera,accosterons,accosterez,accosteront
affliger,afflige,affliges,afflige,affligeons,affligez,affligent,affligeais,affligeais,affligeait,affligions,affligiez,affligeaient,affligerai,affligeras,affligera,affligerons,affligerez,affligeront
accrocher,accroche,accroches,accroche,accrochons,accrochez,accrochent,accrochais,accrochais,accrochait,accrochions,accrochiez,accrochaient,accrocherai,accrocheras,accrochera,accrocherons,accrocherez,accrocheront
advenir,adviens,adviens,advient,advenons,advenez,adviennent,advenais,advenais,advenait,advenions,adveniez,advenaient,adviendrai,adviendras,adviendra,adviendrons,adviendrez,adviendront
accaparer,accapare,accapares,accapare,accaparons,accaparez,accaparent,accaparais,accaparais,accaparait,accaparions,accapariez,accaparaient,accaparerai,accapareras,accaparera,accaparerons,accaparerez,accapareront
affirmer,affirme,affirmes,affirme,affirmons,affirmez,affirment,affirmais,affirmais,affirmait,affirmions,affirmiez,affirmaient,affirmerai,affirmeras,affirmera,affirmerons,affirmerez,affirmeront
aléser,alèse,alèses,alèse,alésons,alésez,alèsent,alésais,alésais,alésait,alésions,alésiez,alésaient,alèserai;aléserai,alèseras;aléseras,alèsera;alésera,alèserons;aléserons,alèserez;aléserez,alèseront;aléseront
affluer,afflue,afflues,afflue,affluons,affluez,affluent,affluais,affluais,affluait,affluions,affluiez,affluaient,affluerai,afflueras,affluera,affluerons,affluerez,afflueront
abraser,abrase,abrases,abrase,abrasons,abrasez,abrasent,abrasais,abrasais,abrasait,abrasions,abrasiez,abrasaient,abraserai,abraseras,abrasera,abraserons,abraserez,abraseront
affecter,affecte,affectes,affecte,affectons,affectez,affectent,affectais,affectais,affectait,affections,affectiez,affectaient,affecterai,affecteras,affectera,affecterons,affecterez,affecteront
accumuler,accumule,accumules,accumule,accumulons,accumulez,accumulent,accumulais,accumulais,accumulait,accumulions,accumuliez,accumulaient,accumulerai,accumuleras,accumulera,accumulerons,accumulerez,accumuleront
aguerrir,aguerris,aguerris,aguerrit,aguerrissons,aguerrissez,aguerrissent,aguerrissais,aguerrissais,aguerrissait,aguerrissions,aguerrissiez,aguerrissaient,aguerrirai,aguerriras,aguerrira,aguerrirons,aguerrirez,aguerriront
abriter,abrite,abrites,abrite,abritons,abritez,abritent,abritais,abritais,abritait,abritions,abritiez,abritaient,abriterai,abriteras,abritera,abriterons,abriterez,abriteront
aborner,aborne,abornes,aborne,abornons,abornez,abornent,abornais,abornais,abornait,abornions,aborniez,abornaient,abornerai,aborneras,abornera,abornerons,abornerez,aborneront
actualiser,actualise,actualises,actualise,actualisons,actualisez,actualisent,actualisais,actualisais,actualisait,actualisions,actualisiez,actualisaient,actualiserai,actualiseras,actualisera,actualiserons,actualiserez,actualiseront
aérer,aère,aères,aère,aérons,aérez,aèrent,aérais,aérais,aérait,aérions,aériez,aéraient,aèrerai;aérerai,aèreras;aéreras,aèrera;aérera,aèrerons;aérerons,aèrerez;aérerez,aèreront;aéreront
agglutiner,agglutine,agglutines,agglutine,agglutinons,agglutinez,agglutinent,agglutinais,agglutinais,agglutinait,agglutinions,agglutiniez,agglutinaient,agglutinerai,agglutineras,agglutinera,agglutinerons,agglutinerez,agglutineront
agoniser,agonise,agonises,agonise,agonisons,agonisez,agonisent,agonisais,agonisais,agonisait,agonisions,agonisiez,agonisaient,agoniserai,agoniseras,agonisera,agoniserons,agoniserez,agoniseront
arquer,arque,arques,arque,arquons,arquez,arquent,arquais,arquais,arquait,arquions,arquiez,arquaient,arquerai,arqueras,arquera,arquerons,arquerez,arqueront
apurer,apure,apures,apure,apurons,apurez,apurent,apurais,apurais,apurait,apurions,apuriez,apuraient,apurerai,apureras,apurera,apurerons,apurerez,apureront
attenter,attente,attentes,attente,attentons,attentez,attentent,attentais,attentais,attentait,attentions,attentiez,attentaient,attenterai,attenteras,attentera,attenterons,attenterez,attenteront
anémier,anémie,anémies,anémie,anémions,anémiez,anémient,anémiais,anémiais,anémiait,anémiions,anémiiez,anémiaient,anémierai,anémieras,anémiera,anémierons,anémierez,anémieront
amollir,amollis,amollis,amollit,amollissons,amollissez,amollissent,amollissais,amollissais,amollissait,amollissions,amollissiez,amollissaient,amollirai,amolliras,amollira,amollirons,amollirez,amolliront
apaiser,apaise,apaises,apaise,apaisons,apaisez,apaisent,apaisais,apaisais,apaisait,apaisions,apaisiez,apaisaient,apaiserai,apaiseras,apaisera,apaiserons,apaiserez,apaiseront
arpenter,arpente,arpentes,arpente,arpentons,arpentez,arpentent,arpentais,arpentais,arpentait,arpentions,arpentiez,arpentaient,arpenterai,arpenteras,arpentera,arpenterons,arpenterez,arpenteront
amplifier,amplifie,amplifies,amplifie,amplifions,amplifiez,amplifient,amplifiais,amplifiais,amplifiait,amplifiions,amplifiiez,amplifiaient,amplifierai,amplifieras,amplifiera,amplifierons,amplifierez,amplifieront
asseoir,assieds,assieds,assied,asseyons,asseyez,asseyent,asseyais,asseyais,asseyait,asseyions,asseyiez,asseyaient,assiérai,assiéras,assiéra,assiérons,assiérez,assiéront
arguer,argue,argues,argue,arguons,arguez,arguent,arguais,arguais,arguait,arguions,arguiez,arguaient,arguerai,argueras,arguera,arguerons,arguerez,argueront
appauvrir,appauvris,appauvris,appauvrit,appauvrissons,appauvrissez,appauvrissent,appauvrissais,appauvrissais,appauvrissait,appauvrissions,appauvrissiez,appauvrissaient,appauvrirai,appauvriras,appauvrira,appauvrirons,appauvrirez,appauvriront
approximer,approxime,approximes,approxime,approximons,approximez,approximent,approximais,approximais,approximait,approximions,approximiez,approximaient,approximerai,approximeras,approximera,approximerons,approximerez,approximeront
anticiper,anticipe,anticipes,anticipe,anticipons,anticipez,anticipent,anticipais,anticipais,anticipait,anticipions,anticipiez,anticipaient,anticiperai,anticiperas,anticipera,anticiperons,anticiperez,anticiperont
amalgamer,amalgame,amalgames,amalgame,amalgamons,amalgamez,amalgament,amalgamais,amalgamais,amalgamait,amalgamions,amalgamiez,amalgamaient,amalgamerai,amalgameras,amalgamera,amalgamerons,amalgamerez,amalgameront
appâter,appâte,appâtes,appâte,appâtons,appâtez,appâtent,appâtais,appâtais,appâtait,appâtions,appâtiez,appâtaient,appâterai,appâteras,appâtera,appâterons,appâterez,appâteront
annoter,annote,annotes,annote,annotons,annotez,annotent,annotais,annotais,annotait,annotions,annotiez,annotaient,annoterai,annoteras,annotera,annoterons,annoterez,annoteront
atrophier,atrophie,atrophies,atrophie,atrophions,atrophiez,atrophient,atrophiais,atrophiais,atrophiait,atrophiions,atrophiiez,atrophiaient,atrophierai,atrophieras,atrophiera,atrophierons,atrophierez,atrophieront
assigner,assigne,assignes,assigne,assignons,assignez,assignent,assignais,assignais,assignait,assignions,assigniez,assignaient,assignerai,assigneras,assignera,assignerons,assignerez,assigneront
appesantir,appesantis,appesantis,appesantit,appesantissons,appesantissez,appesantissent,appesantissais,appesantissais,appesantissait,appesantissions,appesantissiez,appesantissaient,appesantirai,appesantiras,appesantira,appesantirons,appesantirez,appesantiront
allumer,allume,allumes,allume,allumons,allumez,allument,allumais,allumais,allumait,allumions,allumiez,allumaient,allumerai,allumeras,allumera,allumerons,allumerez,allumeront
appréhender,appréhende,appréhendes,appréhende,appréhendons,appréhendez,appréhendent,appréhendais,appréhendais,appréhendait,appréhendions,appréhendiez,appréhendaient,appréhenderai,appréhenderas,appréhendera,appréhenderons,appréhenderez,appréhenderont
annhiler,annhile,annhiles,annhile,annhilons,annhilez,annhilent,annhilais,annhilais,annhilait,annhilions,annhiliez,annhilaient,annhilerai,annhileras,annhilera,annhilerons,annhilerez,annhileront
amarrer,amarre,amarres,amarre,amarrons,amarrez,amarrent,amarrais,amarrais,amarrait,amarrions,amarriez,amarraient,amarrerai,amarreras,amarrera,amarrerons,amarrerez,amarreront
arriérer,arrière,arrières,arrière,arriérons,arriérez,arrièrent,arriérais,arriérais,arriérait,arriérions,arriériez,arriéraient,arrièrerai;arriérerai,arrièreras;arriéreras,arrièrera;arriérera,arrièrerons;arriérerons,arrièrerez;arriérerez,arrièreront;arriéreront
appliquer,applique,appliques,applique,appliquons,appliquez,appliquent,appliquais,appliquais,appliquait,appliquions,appliquiez,appliquaient,appliquerai,appliqueras,appliquera,appliquerons,appliquerez,appliqueront
alléger,allège,allèges,allège,allégeons,allégez,allègent,allégeais,allégeais,allégeait,allégions,allégiez,allégeaient,allègerai;allégerai,allègeras;allégeras,allègera;allégera,allègerons;allégerons,allègerez;allégerez,allègeront;allégeront
